s,l,lcl
http://purl.obolibrary.org/obo/DRON_00019699,Austrian pine pollen extract,austrian pine pollen extract
http://purl.obolibrary.org/obo/DRON_00019909,autologous cultured chondrocytes,autologous cultured chondrocytes
http://purl.obolibrary.org/obo/DRON_00825216,avatrombopag,avatrombopag
http://purl.obolibrary.org/obo/DRON_00789748,avelumab,avelumab
http://purl.obolibrary.org/obo/DRON_00019603,avocado allergenic extract,avocado allergenic extract
http://purl.obolibrary.org/obo/DRON_00805112,Axicabtagene ciloleucel,axicabtagene ciloleucel
http://purl.obolibrary.org/obo/DRON_00016168,Azacitidine,azacitidine
http://purl.obolibrary.org/obo/DRON_00020125,Azelate,azelate
http://purl.obolibrary.org/obo/DRON_00020098,azficel-T,azficel-t
http://purl.obolibrary.org/obo/DRON_00014271,azosemid,azosemid
http://purl.obolibrary.org/obo/DRON_00837867,Baccharis sarothroides whole extract,baccharis sarothroides whole extract
http://purl.obolibrary.org/obo/DRON_00020310,Bacillus coagulans,bacillus coagulans
http://purl.obolibrary.org/obo/DRON_00865527,Bacillus subtilis,bacillus subtilis
http://purl.obolibrary.org/obo/DRON_00019375,Bahia grass pollen extract,bahia grass pollen extract
http://purl.obolibrary.org/obo/DRON_00019830,Baker's yeast (Saccharomyces cerevisiae) allergenic extract,baker's yeast (saccharomyces cerevisiae) allergenic extract
http://purl.obolibrary.org/obo/DRON_00019575,Baker's yeast allergenic extract,baker's yeast allergenic extract
http://purl.obolibrary.org/obo/DRON_00019886,bald cypress pollen extract,bald cypress pollen extract
http://purl.obolibrary.org/obo/DRON_00020240,bald-faced hornet venom protein,bald-faced hornet venom protein
http://purl.obolibrary.org/obo/DRON_00837844,Baloxavir marboxil,baloxavir marboxil
http://purl.obolibrary.org/obo/DRON_00020003,balsam poplar pollen extract,balsam poplar pollen extract
http://purl.obolibrary.org/obo/DRON_00019540,banana allergenic extract,banana allergenic extract
http://purl.obolibrary.org/obo/DRON_00018416,Banana Extract,banana extract
http://purl.obolibrary.org/obo/DRON_00837856,banana fruit allergenic extract,banana fruit allergenic extract
http://purl.obolibrary.org/obo/DRON_00014275,barbexaclone,barbexaclone
http://purl.obolibrary.org/obo/DRON_00015706,Barbital,barbital
http://purl.obolibrary.org/obo/DRON_00831727,baricitinib,baricitinib
http://purl.obolibrary.org/obo/DRON_00019785,barley (whole grain) allergenic extract,barley (whole grain) allergenic extract
http://purl.obolibrary.org/obo/DRON_00019778,barley allergenic extract,barley allergenic extract
http://purl.obolibrary.org/obo/DRON_00018354,BARLEY GRAIN,barley grain
http://purl.obolibrary.org/obo/DRON_00019937,barley malt allergenic extract,barley malt allergenic extract
http://purl.obolibrary.org/obo/DRON_00019845,barley smut extract,barley smut extract
http://purl.obolibrary.org/obo/DRON_00012401,basic aluminum carbonate gel,basic aluminum carbonate gel
http://purl.obolibrary.org/obo/DRON_00019632,basil allergenic extract,basil allergenic extract
http://purl.obolibrary.org/obo/DRON_00012997,basiliximab,basiliximab
http://purl.obolibrary.org/obo/DRON_00019945,bay leaf allergenic extract,bay leaf allergenic extract
http://purl.obolibrary.org/obo/DRON_00012890,BCG Vaccine,bcg vaccine
http://purl.obolibrary.org/obo/DRON_00014238,"BCG, Live, Connaught Strain","bcg, live, connaught strain"
http://purl.obolibrary.org/obo/DRON_00018690,"BCG, Live, Montreal Strain","bcg, live, montreal strain"
http://purl.obolibrary.org/obo/DRON_00014245,"BCG, Live, Tice Strain","bcg, live, tice strain"
http://purl.obolibrary.org/obo/DRON_00019110,Bean Pod Extract,bean pod extract
http://purl.obolibrary.org/obo/DRON_00018816,Bearberry preparation,bearberry preparation
http://purl.obolibrary.org/obo/DRON_00014045,Becaplermin,becaplermin
http://purl.obolibrary.org/obo/DRON_00017499,Bee pollen,bee pollen
http://purl.obolibrary.org/obo/DRON_00019340,beech pollen extract,beech pollen extract
http://purl.obolibrary.org/obo/DRON_00019564,beef allergenic extract,beef allergenic extract
http://purl.obolibrary.org/obo/DRON_00019795,beef liver allergenic extract,beef liver allergenic extract
http://purl.obolibrary.org/obo/DRON_00017664,beeswax,beeswax
http://purl.obolibrary.org/obo/DRON_00018355,Beets preparation,beets preparation
http://purl.obolibrary.org/obo/DRON_00020095,belatacept,belatacept
http://purl.obolibrary.org/obo/DRON_00020042,belimumab,belimumab
http://purl.obolibrary.org/obo/DRON_00016834,Belladonna Alkaloids,belladonna alkaloids
http://purl.obolibrary.org/obo/DRON_00017024,"belladonna extract, USP","belladonna extract, usp"
http://purl.obolibrary.org/obo/DRON_00018973,bemiparin,bemiparin
http://purl.obolibrary.org/obo/DRON_00014487,Benactyzine,benactyzine
http://purl.obolibrary.org/obo/DRON_00010275,benfluorex,benfluorex
http://purl.obolibrary.org/obo/DRON_00831724,Benoxinate,benoxinate
http://purl.obolibrary.org/obo/DRON_00014492,Benperidol,benperidol
http://purl.obolibrary.org/obo/DRON_00015703,benphothiamine,benphothiamine
http://purl.obolibrary.org/obo/DRON_00803390,benralizumab,benralizumab
http://purl.obolibrary.org/obo/DRON_00013308,bentoquatam,bentoquatam
http://purl.obolibrary.org/obo/DRON_00018206,Benzethonium,benzethonium
http://purl.obolibrary.org/obo/DRON_00014495,benzonidazole,benzonidazole
http://purl.obolibrary.org/obo/DRON_00018463,BENZOXIQUINE,benzoxiquine
http://purl.obolibrary.org/obo/DRON_00015168,BENZOXONIUM,benzoxonium
http://purl.obolibrary.org/obo/DRON_00015663,benzylparaben,benzylparaben
http://purl.obolibrary.org/obo/DRON_00014331,beractant,beractant
http://purl.obolibrary.org/obo/DRON_00020152,Bermuda grass pollen extract,bermuda grass pollen extract
http://purl.obolibrary.org/obo/DRON_00020172,Bermuda grass smut extract,bermuda grass smut extract
http://purl.obolibrary.org/obo/DRON_00016331,beta Sitosterol,beta sitosterol
http://purl.obolibrary.org/obo/DRON_00014467,beta-Escin,beta-escin
http://purl.obolibrary.org/obo/DRON_00014332,bevacizumab,bevacizumab
http://purl.obolibrary.org/obo/DRON_00767222,bezlotoxumab,bezlotoxumab
http://purl.obolibrary.org/obo/DRON_00015573,biclotymol,biclotymol
http://purl.obolibrary.org/obo/DRON_00816344,bictegravir,bictegravir
http://purl.obolibrary.org/obo/DRON_00010302,bifemelane,bifemelane
http://purl.obolibrary.org/obo/DRON_00750836,Bifidobacterium animalis,bifidobacterium animalis
http://purl.obolibrary.org/obo/DRON_00020180,Bifidobacterium bifidum,bifidobacterium bifidum
http://purl.obolibrary.org/obo/DRON_00017785,Bifidobacterium Infantis,bifidobacterium infantis
http://purl.obolibrary.org/obo/DRON_00020204,Bifidobacterium lactis,bifidobacterium lactis
http://purl.obolibrary.org/obo/DRON_00020179,Bifidobacterium longum,bifidobacterium longum
http://purl.obolibrary.org/obo/DRON_00018177,Bilberry extract,bilberry extract
http://purl.obolibrary.org/obo/DRON_00011266,Bile fluid,bile fluid
http://purl.obolibrary.org/obo/DRON_00012951,Bile Salts,bile salts
http://purl.obolibrary.org/obo/DRON_00012364,"BIOFLAVONOID, LEMON","bioflavonoid, lemon"
http://purl.obolibrary.org/obo/DRON_00018133,Bioflavonoids,bioflavonoids
http://purl.obolibrary.org/obo/DRON_00013557,bis(carboxyethyl)germanium sesquioxide,bis(carboxyethyl)germanium sesquioxide
http://purl.obolibrary.org/obo/DRON_00015149,bisabolol,bisabolol
http://purl.obolibrary.org/obo/DRON_00015666,bisdequalinium,bisdequalinium
http://purl.obolibrary.org/obo/DRON_00015373,Bismuth,bismuth
http://purl.obolibrary.org/obo/DRON_00015299,bismuth aluminate,bismuth aluminate
http://purl.obolibrary.org/obo/DRON_00018923,Bismuth biskalcitrate,bismuth biskalcitrate
http://purl.obolibrary.org/obo/DRON_00011563,bismuth carbonate,bismuth carbonate
http://purl.obolibrary.org/obo/DRON_00015660,BISMUTH CHLORIDE OXIDE,bismuth chloride oxide
http://purl.obolibrary.org/obo/DRON_00018298,BISMUTH DIPROPYLACETATE,bismuth dipropylacetate
http://purl.obolibrary.org/obo/DRON_00010323,BISMUTH HYDROXIDE,bismuth hydroxide
http://purl.obolibrary.org/obo/DRON_00014524,bismuth oxide,bismuth oxide
http://purl.obolibrary.org/obo/DRON_00016855,bismuth subcitrate,bismuth subcitrate
http://purl.obolibrary.org/obo/DRON_00012747,BISMUTH TRIBROMOPHENATE,bismuth tribromophenate
http://purl.obolibrary.org/obo/DRON_00012748,BISMUTH-FORMIC-IODIDE,bismuth-formic-iodide
http://purl.obolibrary.org/obo/DRON_00019999,bitter dock pollen extract,bitter dock pollen extract
http://purl.obolibrary.org/obo/DRON_00019663,bitternut hickory pollen extract,bitternut hickory pollen extract
http://purl.obolibrary.org/obo/DRON_00831734,black carpenter ant allergenic extract,black carpenter ant allergenic extract
http://purl.obolibrary.org/obo/DRON_00013762,Black Cohosh Extract,black cohosh extract
http://purl.obolibrary.org/obo/DRON_00012051,Black cohosh root extract,black cohosh root extract
http://purl.obolibrary.org/obo/DRON_00019334,black cottonwood pollen extract,black cottonwood pollen extract
http://purl.obolibrary.org/obo/DRON_00016789,black currant oil,black currant oil
http://purl.obolibrary.org/obo/DRON_00015838,Black currant preparation,black currant preparation
http://purl.obolibrary.org/obo/DRON_00020036,black imported fire ant allergenic extract,black imported fire ant allergenic extract
http://purl.obolibrary.org/obo/DRON_00019486,black locust pollen extract,black locust pollen extract
http://purl.obolibrary.org/obo/DRON_00019311,black oak pollen extract,black oak pollen extract
http://purl.obolibrary.org/obo/DRON_00019762,black olive allergenic extract,black olive allergenic extract
http://purl.obolibrary.org/obo/DRON_00019634,black pepper allergenic extract,black pepper allergenic extract
http://purl.obolibrary.org/obo/DRON_00017963,Black Pepper Preparation,black pepper preparation
http://purl.obolibrary.org/obo/DRON_00837852,Black sea bass allergenic extract,black sea bass allergenic extract
http://purl.obolibrary.org/obo/DRON_00019532,black walnut allergenic extract,black walnut allergenic extract
http://purl.obolibrary.org/obo/DRON_00019356,black walnut pollen extract,black walnut pollen extract
http://purl.obolibrary.org/obo/DRON_00019291,black willow pollen extract,black willow pollen extract
http://purl.obolibrary.org/obo/DRON_00019654,black-eyed pea allergenic extract,black-eyed pea allergenic extract
http://purl.obolibrary.org/obo/DRON_00019635,blackberry allergenic extract,blackberry allergenic extract
http://purl.obolibrary.org/obo/DRON_00730842,blinatumomab,blinatumomab
http://purl.obolibrary.org/obo/DRON_00019661,blue beech pollen extract,blue beech pollen extract
http://purl.obolibrary.org/obo/DRON_00020105,blue gum pollen extract,blue gum pollen extract
http://purl.obolibrary.org/obo/DRON_00019695,blue spruce pollen extract,blue spruce pollen extract
http://purl.obolibrary.org/obo/DRON_00019636,blueberry allergenic extract,blueberry allergenic extract
http://purl.obolibrary.org/obo/DRON_00019543,bluefish allergenic extract,bluefish allergenic extract
http://purl.obolibrary.org/obo/DRON_00018573,"Boiron oscillococcinum, anas barbariae hepatis et cordis extractum, oscillococcinum, Homeopathic preparation","boiron oscillococcinum, anas barbariae hepatis et cordis extractum, oscillococcinum, homeopathic preparation"
http://purl.obolibrary.org/obo/DRON_00014282,bone meal,bone meal
http://purl.obolibrary.org/obo/DRON_00012386,Borage extract,borage extract
http://purl.obolibrary.org/obo/DRON_00017618,borage oil,borage oil
http://purl.obolibrary.org/obo/DRON_00018392,BORON CITRATE,boron citrate
http://purl.obolibrary.org/obo/DRON_00019399,boswellia preparation,boswellia preparation
http://purl.obolibrary.org/obo/DRON_00019296,Botrytis cinerea extract,botrytis cinerea extract
http://purl.obolibrary.org/obo/DRON_00019306,bottlebrush pollen extract,bottlebrush pollen extract
http://purl.obolibrary.org/obo/DRON_00013870,BOTULISM ANTITOXIN E,botulism antitoxin e
http://purl.obolibrary.org/obo/DRON_00018698,"BOTULISM ANTITOXIN TRIV A,B&E","botulism antitoxin triv a,b&e"
http://purl.obolibrary.org/obo/DRON_00018781,Botulism Immune Globulin IV Human,botulism immune globulin iv human
http://purl.obolibrary.org/obo/DRON_00014248,bovine cartilage extract,bovine cartilage extract
http://purl.obolibrary.org/obo/DRON_00019655,box elder maple pollen extract,box elder maple pollen extract
http://purl.obolibrary.org/obo/DRON_00010335,Bran,bran
http://purl.obolibrary.org/obo/DRON_00019521,brazil nut allergenic extract,brazil nut allergenic extract
http://purl.obolibrary.org/obo/DRON_00837851,brazil nut whole allergenic extract,brazil nut whole allergenic extract
http://purl.obolibrary.org/obo/DRON_00019823,bread mold fungus extract,bread mold fungus extract
http://purl.obolibrary.org/obo/DRON_00860677,bremelanotide,bremelanotide
http://purl.obolibrary.org/obo/DRON_00020132,brentuximab vedotin,brentuximab vedotin
http://purl.obolibrary.org/obo/DRON_00019576,Brewer's yeast allergenic extract,brewer's yeast allergenic extract
http://purl.obolibrary.org/obo/DRON_00789752,brigatinib,brigatinib
http://purl.obolibrary.org/obo/DRON_00014527,brivudine,brivudine
http://purl.obolibrary.org/obo/DRON_00019759,Broad leaved paperbark pollen extract,broad leaved paperbark pollen extract
http://purl.obolibrary.org/obo/DRON_00020170,broadleaf cattail pollen extract,broadleaf cattail pollen extract
http://purl.obolibrary.org/obo/DRON_00019637,broccoli allergenic extract,broccoli allergenic extract
http://purl.obolibrary.org/obo/DRON_00018359,Broccoli preparation,broccoli preparation
http://purl.obolibrary.org/obo/DRON_00780947,brodalumab,brodalumab
http://purl.obolibrary.org/obo/DRON_00862681,brolucizumab,brolucizumab
http://purl.obolibrary.org/obo/DRON_00018283,Bromelains,bromelains
http://purl.obolibrary.org/obo/DRON_00014550,bromopride,bromopride
http://purl.obolibrary.org/obo/DRON_00020047,broomweed pollen extract,broomweed pollen extract
http://purl.obolibrary.org/obo/DRON_00018465,Brown mixture,brown mixture
http://purl.obolibrary.org/obo/DRON_00837865,brown rice allergenic extract,brown rice allergenic extract
http://purl.obolibrary.org/obo/DRON_00019638,brussels sprout allergenic extract,brussels sprout allergenic extract
http://purl.obolibrary.org/obo/DRON_00018447,Bryonia preparation,bryonia preparation
http://purl.obolibrary.org/obo/DRON_00012053,Buchu,buchu
http://purl.obolibrary.org/obo/DRON_00018742,Buckthorn preparation,buckthorn preparation
http://purl.obolibrary.org/obo/DRON_00019639,buckwheat allergenic extract,buckwheat allergenic extract
http://purl.obolibrary.org/obo/DRON_00014565,buflomedil,buflomedil
http://purl.obolibrary.org/obo/DRON_00020149,Bupivacaine liposome,bupivacaine liposome
http://purl.obolibrary.org/obo/DRON_00019709,bur oak pollen extract,bur oak pollen extract
http://purl.obolibrary.org/obo/DRON_00012281,Burdock root extract,burdock root extract
http://purl.obolibrary.org/obo/DRON_00019361,burning bush pollen extract,burning bush pollen extract
http://purl.obolibrary.org/obo/DRON_00825215,burosumab,burosumab
http://purl.obolibrary.org/obo/DRON_00019351,burrobrush pollen extract,burrobrush pollen extract
http://purl.obolibrary.org/obo/DRON_00020186,burweed marshelder pollen extract,burweed marshelder pollen extract
http://purl.obolibrary.org/obo/DRON_00016470,butacaine,butacaine
http://purl.obolibrary.org/obo/DRON_00019541,Butafosfan,butafosfan
http://purl.obolibrary.org/obo/DRON_00017975,BUTCHER'S BROOM Preparation,butcher's broom preparation
http://purl.obolibrary.org/obo/DRON_00018665,Butethamate,butethamate
http://purl.obolibrary.org/obo/DRON_00010367,butethamate citrate,butethamate citrate
http://purl.obolibrary.org/obo/DRON_00015891,buthiazide,buthiazide
http://purl.obolibrary.org/obo/DRON_00012055,BUTTON MUSHROOM EXTRACT,button mushroom extract
http://purl.obolibrary.org/obo/DRON_00014557,butyl chloride,butyl chloride
http://purl.obolibrary.org/obo/DRON_00010043,Butylated Hydroxytoluene,butylated hydroxytoluene
http://purl.obolibrary.org/obo/DRON_00016089,butylvinal,butylvinal
http://purl.obolibrary.org/obo/DRON_00730845,C1 esterase inhibitor,c1 esterase inhibitor
http://purl.obolibrary.org/obo/DRON_00019155,C1 inhibitor (Human),c1 inhibitor (human)
http://purl.obolibrary.org/obo/DRON_00019640,cabbage allergenic extract,cabbage allergenic extract
http://purl.obolibrary.org/obo/DRON_00018360,Cabbage preparation,cabbage preparation
http://purl.obolibrary.org/obo/DRON_00017256,cadexomer iodine,cadexomer iodine
http://purl.obolibrary.org/obo/DRON_00014289,caerulein diethylamine,caerulein diethylamine
http://purl.obolibrary.org/obo/DRON_00018194,Calamine,calamine
http://purl.obolibrary.org/obo/DRON_00852532,calaspargase pegol,calaspargase pegol
http://purl.obolibrary.org/obo/DRON_00016213,Calcifediol,calcifediol
http://purl.obolibrary.org/obo/DRON_00013068,CALCIUM ALGINATE,calcium alginate
http://purl.obolibrary.org/obo/DRON_00017955,Calcium ascorbate,calcium ascorbate
http://purl.obolibrary.org/obo/DRON_00018744,Calcium Aspartate,calcium aspartate
http://purl.obolibrary.org/obo/DRON_00014577,calcium bromide,calcium bromide
http://purl.obolibrary.org/obo/DRON_00019174,"CALCIUM CARBONATE, PRECIPITATED","calcium carbonate, precipitated"
http://purl.obolibrary.org/obo/DRON_00017707,"calcium chloride, dihydration","calcium chloride, dihydration"
http://purl.obolibrary.org/obo/DRON_00018175,Calcium Citrate,calcium citrate
http://purl.obolibrary.org/obo/DRON_00018433,CALCIUM CREOSOTATE,calcium creosotate
http://purl.obolibrary.org/obo/DRON_00017110,calcium galactogluconate bromide,calcium galactogluconate bromide
http://purl.obolibrary.org/obo/DRON_00012284,Calcium Glucarate,calcium glucarate
http://purl.obolibrary.org/obo/DRON_00017064,Calcium gluceptate,calcium gluceptate
http://purl.obolibrary.org/obo/DRON_00018526,CALCIUM IODIZED,calcium iodized
http://purl.obolibrary.org/obo/DRON_00017761,calcium lactate,calcium lactate
http://purl.obolibrary.org/obo/DRON_00017112,calcium lactobionate,calcium lactobionate
http://purl.obolibrary.org/obo/DRON_00014575,CALCIUM LEVULINATE,calcium levulinate
